Kategori,Başlık,İçerik
Bilim Teknoloji,"Gök bilimciler, önceden hiç gözlenmeyen astronomik bir nesne keşfetti","Gök bilimciler, önceden hiç gözlenmeyen astronomik bir nesne keşfetti. ABD ve İtalya'daki çekimsel dalga dedektörleriyle uluslararası bir ekip tarafından yapılan keşfin ayrıntıları, ""The Astrophysical Journal Letters"" dergisinde yayımlandı."
Bilim Teknoloji,ASELPOD'un yurt içi ve dışında kullanımı yaygınlaşıyor,"Hava Kuvvetleri Komutanlığına gece, gündüz ve her türlü hava şartında hassas taarruz imkan ve kabiliyeti kazandıran ASELPOD Hedefleme Sistemi'nin yurt içi ve dışında kullanımı yaygınlaşıyor."
Bilim Teknoloji,Plüton hakkında yeni araştırma: Her şey yer altı okyanusuyla başladı,"Nature Geoscience dergisinde yayınlanan yeni bir araştırmaya göre, Plüton'nun yüzeyi zaman içinde yavaşça donan bir yer altı okyanusuyla başladı."
ÖZEL HABER,Elektronik atıkların geri dönüşüm yolculuğu,"Türkiye’de yılda yaklaşık 700 milyon euro değerinde elektronik atığın ortaya çıktığı tahmin edilirken, bu hammaddelerin geri dönüşümü ekonomiyle birlikte doğaya da katkı sağlıyor."
Bilim Teknoloji,Dünyanın en küçük dinozor yumurtası fosili keşfedildi,"Japonya'da araştırmacılar, 4,5 santimetre uzunluğunda ve 2 santimetre eninde dünyanın en küçük dinozor yumurtası fosilini keşfetti. Araştırmacılar, yumurta fosilinin o dönem 10 gram ağırlığında olduğunu hesapladı."
Bilim Teknoloji,TSK'nın başarı formülü: Müşterek harekat yeteneği,"Türkiye askeri açıdan sadece sahada değil işin ‘mutfak’ kısmında da çok büyük bir değişim içinde. İnsanlı ve insansız sistemlerini kusursuz şekilde birleştiren Türkiye, bu alanda ABD ile dünyanın en iyi iki ülkesinden biri olarak kabul ediliyor."
Bilim Teknoloji,"Çin, Beidou Navigasyon Sistemi'nin son uydusunu fırlattı","Çin, Beidou (Kuzey Yıldızı) Navigasyon Uydu Sistemi'nin (BDS) son uydusunu fırlattı."
Bilim Teknoloji,TSK'nın başarı formülü: Müşterek harekat kabiliyeti,"Türkiye askeri açıdan sadece sahada değil işin ‘mutfak’ kısmında da çok büyük bir değişim içinde. İnsanlı ve insansız sistemlerini kusursuz şekilde birleştiren Türkiye, bu alanda ABD ile dünyanın en iyi iki ülkesinden biri olarak kabul ediliyor."
Bilim Teknoloji,"Bakan Varank: PARDUS, Diyanet'in 10 bin bilgisayarında kullanılacak","Sanayi ve Teknoloji Bakanı Varank, ""İmzalayacağımız protokolle PARDUS, Diyanet'in merkez ve taşra teşkilatlarında kullanılan 10 bin bilgisayara yaygınlaştırılacak"" dedi."
Bilim Teknoloji,Yerli füze motoruyla savunma sanayiinde yeni bir dönem başlayacak,"Geçtiğimiz günlerde tanıtılan ilk yerli füze motoru TJ300'ün yankıları devam ediyor. Uzmanlara göre salt bir motor üretiminden çok daha büyük anlamı olan bu adım, savunma sanayiinde yeni bir dönemin habercisi."
Bilim Teknoloji,Afetler için UYARSİS devreye girecek,"Ulaştırma ve Altyapı Bakanı Adil Karaismailoğlu, doğal afetlerde vatandaşların bilgilendirilmesine ilişkin, ""Ulusal Mobil Uyarı Sistemi (UYARSİS) çalışmalarını başlattık, yapacağımız son bir düzenlemeyle devreye alacağız."" dedi."
Bilim Teknoloji,Bilişim Vadisi'nde ücretsiz ofis ödüllü çevrim içi yarışma,"Türkiye Açık Kaynak Platformu iş birliğiyle 1-30 Temmuz tarihlerinde düzenlenecek çevrim içi yarışmada, birinciye Bilişim Vadisi'nde 1 yıl ücretsiz ofis imkanı sağlanacak."
Bilim Teknoloji,YTB'nin hazırladığı 'Memleket Yolu' internet sitesi faaliyete girdi,"YTB'nin, yurt dışından kara yoluyla Türkiye’ye gelecek vatandaşlar için hazırladığı “Memleket Yolu” internet sitesi faaliyete girdi. Güncel duyuruların da yer aldığı sitede birçok bilgi yer alıyor."
Bilim Teknoloji,Mars’ta koloni kurmak için en az 110 kişi gerekiyor,Başka bir gezegende koloni kurmak için en az kaç kişi gerekiyor? Bu soruya yanıtı Bordeaux Ulusal Politeknik Enstitüsü'nden Jean-Marc Salotti tarafından yayımlanan makalede verildi.
Bilim Teknoloji,Irkçılık dijital teknolojide de mevcut,"ABD'de siyahi Amerikalı George Floyd'un öldürülmesi ile bütün dünyada ırkçılık karşıtı protestolar arttı. Bu olay, yapay zeka temelli algoritmaların sahip olduğu ırkçı ön yargıları da tekrar gündeme getirdi."
Bilim Teknoloji,Güvenli internet için yeni proje: Siberay,"Siber suçlarla mücadele için yeni proje başlatıldı. Projenin adı ise Siberay. Hedef, farkındalık oluşturarak siber suçları işlenmeden önlemek. Böylece özellikle çocuk ve gençlerin sanal ortamdaki tehlikelerden korunması amaçlanıyor."
Bilim Teknoloji,"Google'dan yeni sosyal medya platformu ""Keen""","Google, yeni sosyal medya platformu ""Keen""i kullanıma sundu. Görselliğin ön plana çıktığı Keen, kullanıcılarına ilgi alanlarıyla ilgili içeriklere ulaşma imkânı sunuyor."
Bilim Teknoloji,Kızamık 2 bin 500 yıl önce büyükbaş hayvanlardan geçmiş olabilir,"Bilim insanlarının yaptığı çalışmada, kızamık hastalığının ilk olarak 2 bin 500 yıl önce büyükbaş hayvanlardan insanlara geçmiş olabileceği sonucuna varıldı."
Bilim Teknoloji,"2019'da Ar-Ge'ye 14,9 milyar lira harcandı","Türkiye'de, merkezi yönetim bütçesinden araştırma ve geliştirme (Ar-Ge) faaliyetleri için geçen yıl 14 milyar 924 milyon lira harcama yapıldı."
Bilim Teknoloji,Türkiye'nin ilk yerli füze motoru test edildi,"Türkiye'nin orta menzilli ilk yerli füze motoru (TEI-TJ300), Eskişehir'de Sanayi ve Teknoloji Bakanı Mustafa Varank'ın katıldığı törende test edildi."
Bilim Teknoloji,Savunma ve havacılıkta ilk hibrit buluşma,"OSSA tarafından düzenlenen ''Savunma ve Havacılıkta Endüstriyel İşbirliği Günleri'' etkinliği, 13-15 Ekim'de Ankara'da kapılarını açacak."
ÖZEL HABER,Sosyal medyanın acımasız yüzü: Linç kültürü,"Teknolojinin gelişmesi ve sosyal ağların hayatımıza girmesiyle linç kavramı da sosyal medyaya taşındı. Peki, linç kültürü nedir, bunun altında yatan psikolojik nedenler nelerdir? Detaylar haberimizde."
Bilim Teknoloji,"Türk Silahlı Kuvvetleri, milli silah ve mühimmatla Haftanin'de","Fırat Kalkanı, Zeytin Dalı ve Barış Pınarı harekatlarında olduğu gibi Pençe Kaplan Operasyonu'nda da milli silah, mühimmat ve araçlar kullanılıyor. Türk mühendis ve işçilerinin emeği bu ürünler Mehmetçiğin gücüne güç katıyor."
Bilim Teknoloji,Su altı güvenliği milli dalgıç tespit sonarına emanet,"Koç Bilgi ve Savunma Teknolojilerinin yerli ve milli ürünü Echorium Dalgıç Tespit Sonarı, stratejik kıyı tesislerinin su altı güvenliğinde görev almaya başladı."
Bilim Teknoloji,"""Sifon çekmek COVID-19'un havada yayılmasına neden oluyor""","Yapılan bir araştırma, tuvaletlerde sifon çekmenin, yeni tip koronavirüsün (COVID-19) havada hızla yayılmasına neden olduğunu ortaya çıkardı."
Bilim Teknoloji,'Samanyolu'nda 6 milyar Dünya benzeri gezegen olabilir',Samanyolu Galaksisi'nde Güneş'e benzeyen her 5 yıldızın yörüngesinde Dünya benzeri bir gezegenin var olabileceği bildirildi.
Bilim Teknoloji,"Yerli çözüm ""Ahtapot"" uzakları yakın edecek","COVID-19 salgını sürecinde artan video konferans ihtiyacını karşılamak üzere üretilen yerli çözümlere ""Ahtapot"" da eklendi."
Bilim Teknoloji,Aşı çalışmalarının son aşaması için gerekli altyapı hazır,"Sanayi ve Teknoloji Bakanı Mustafa Varank, Türkiye'nin tek aşı enstitüsüne gerçekleştirdiği ziyaretle yapılan çalışmaları yerinde inceledi. Varank, bu altyapıyı Türkiye'deki aşı çalışmalarında ciddi bir şekilde kullanacaklarını söyledi."
Bilim Teknoloji,Güneş'in en yakın fotoğrafları çekildi,"Güneş mercek altında. Avrupa Uzay Ajansının (ESA) Güneş keşif uydusu, Güneş’e ilk yakın geçişini yaptı. ESA uydusu Solar Orbiter, Güneş’in yüzeyine neredeyse 77 milyon kilometreye kadar yaklaştı."
Bilim Teknoloji,İklim krizini çözmenin yolu: Fosil yakıt tüketiminin sonlandırılması,"Küresel iklim krizini çözmek için yenilenebilir enerji kaynaklarının elektrik üretimi dışında farklı sektörlerde de kullanılması, fosil yakıt tüketiminin sonlandırılması gerekiyor."
Bilim Teknoloji,Kuraklık dünyada 4 milyar hektar alanı tehdit ediyor,"Çölleşme, kuraklık, arazi tahribatı... Her yıl bu sorunlardan dolayı 5,2 milyon hektar orman arazisi azalıyor."
Bilim Teknoloji,Mars atmosferinde yeşil ışık keşfedildi,Gökbilimciler Mars'ın atmosferinden yeşil ışık yayıldığını keşfetti.
Bilim Teknoloji,"""Solunum cihazında hedefimiz olan 5 bin rakamına ulaştık""","Sanayi ve Teknoloji Bakan Yardımcısı Büyükdede, ""Yerli ve milli solunum cihazında hedefimiz olan 5 bin rakamına ulaştık"" dedi."
Bilim Teknoloji,Bakan Varank'tan 'ilaç' açıklaması: Güzel müjdeleri verebiliriz,"Türkiye'de COVID-19'un enfeksiyon etkisini durdurucu veya azaltıcı ilaç geliştirme çalışmaları hızla ilerliyor. Sanayi ve Teknoloji Bakanı Varank, proje kapsamında hayvan deneyleri aşamasına geçildiğini belirterek, ""Güzel müjdeler verebiliriz"" dedi."
Bilim Teknoloji,Yapıların depreme dayanıklılığın ölçülmesinde çığır açacak çalışma,"İstanbul Teknik Üniversitesi ve HAVELSAN, yapıların depreme dayanıklılığının ölçümü için mikrodalga görüntüleme cihazı geliştirecek."
Bilim Teknoloji,Teröristlere yerin altında da geçit yok,"Türkiye’nin terörle mücadeledeki başarısı örgütü hareket edemez hale getirdi. Böyle dönemlerde teröristlerin tünel saldırılarına yöneldiğine değinen uzmanlar, ASELSAN'ın ürettiği MİDAS sistemiyle yer altındaki hareketlerin izlenebildiğini söylüyor."
Bilim Teknoloji,"TADAS, depremlerin daha iyi anlaşılmasını sağlayacak","Afet ve Acil Durum Yönetimi (AFAD) Başkanlığı, hasar yapıcı deprem niteliklerinin daha iyi anlaşılmasını sağlayacak Türkiye İvme Veri Tabanı ve Analiz Sistemi'ni (TADAS) devreye aldı."
Bilim Teknoloji,Yeşil meteor Avustralya'da geceyi aydınlattı,Avustralya'da dün çekilen bir videoda yeşil renkte bir meteorun düşüş anı anbean kaydedildi.
Bilim Teknoloji,İngiliz bilim insanları: Samanyolu Galaksisi'nde 30'dan fazla zeki tür olabilir,"İngiliz bilim insanları, Samanyolu Galaksisi'nde 30'dan fazla zeki yaratık türünün var olabileceğini öne sürdü."
Bilim Teknoloji,Kamikaze drone üretimi ilk kez görüntülendi,"Türk Silahlı Kuvvetleri envanterinde bulunan ve ""kamikaze drone"" olarak bilinen vurucu insansız hava aracı (İHA) üretimi ilk kez görüntülendi."
Bilim Teknoloji,Milli silahlar Turna ile 'durdurulamaz' olacak,"Türkiye, savunma sanayiinde hayata geçirdiği ürünlerin milli imkanlarla üretilen sistemlerle hedefini bulabilmesi için de çalışmalarını sürdürüyor. Roketsan’ın ürettiği navigasyon sistemi Turna, özellikleriyle bu alanda yeni bir döneme işaret ediyor."
Bilim Teknoloji,Antalya'da denizanası türü keşfedildi,"Antalya'da bir denizanası türü tespit edildi. Türe, şemsiyelerinin kenarlarındaki göze benzeyen 8 nokta nedeniyle Chrysaora Pseudoocellata (yalancı gözlü denizanası) adı verildi."
Bilim Teknoloji,Türk mühendislerden yerli performans yazılımı,"Bilişimde her gün yeni bir yerli projeye imza atılıyor. Türk mühendisler, çevrim içi iş değerlendirme ve ücret yönetimi yazılımı geliştirdi."
Bilim Teknoloji,Atatürk Üniversitesi'nde ineklerde embriyo nakline başlandı,"Erzurum'daki Atatürk Üniversitesi Veteriner Fakültesi Hayvan Hastanesinde, ineklerde embriyo nakline başlandı. Rektör Çomaklı, ""Bu yöntem hastalık bulaşma riskini azalttı ve ırk ıslahının en kestirme, en çabuk ve en güvenilir yolu oldu"" dedi."
Bilim Teknoloji,Küre Dağları'nda yeni bir endemik bitki türü keşfedildi,"Bartın Üniversitesi Öğretim Görevlisi Dr. Bilge Tunçkol tarafından Küre Dağları Milli Parkı'nda keşfedilen endemik bitki türü bilim dünyasına tanıtıldı. Bitkiye Asia Minor (Küçük Asya) adına ithafen, ""Polystichum asiae-minoris"" adı verildi."
Bilim Teknoloji,Mars keşif aracının fırlatılışı ertelendi,"ABD Havacılık ve Uzay Ajansı (NASA), Mars'a göndermeyi planladığı gezginci keşif aracı Perseverance'ın uzaya fırlatılmasını erteledi."
Bilim Teknoloji,SODİGEM 'Temiz Sosyal Medya Kampanyası' başlattı,"SODİGEM, dijital dünyanın gençlere ve çocuklara zararlarını azaltmak amacıyla yeni bir kampanya başlattı. Projeyle sosyal medya okuryazarlığı bağlamında gençlerin bilgilendirilmesi amaçlanıyor."
Bilim Teknoloji,"Salgın, afet ve krizlerde STK'ların fonksiyonlarını tespit edecek proje geliştiriliyor","TÜBİTAK'ın desteklediği, salgın, afet ve krizlerde sivil toplum kuruluşlarının fonksiyonlarının tespit edilmesi amacıyla yürütülen ""Sosyal Ağların Sürdürülebilirliğinin Geliştirilmesi Projesi"" ile devletin üzerindeki yük azalacak."
Bilim Teknoloji,Kandil operasyonu Türkiye’nin istihbarat gücünün aynası,"PKK’nın üst düzey yöneticilerinden İsmail Nazlıkul’un etkisiz hale getirilmesi Türkiye’nin istihbarat gücünü bir kez daha gösterdi. Uzmanlar ""Örgüt elebaşları korkudan eşekle yolculuk yapmaya başlasa da Türk SİHA'larından gizlenemiyor"" diyor."
Bilim Teknoloji,"""Deprem Fatihi"", depremin etkisini en aza indirecek","Türk mühendisler tarafından geliştirilen, depremin etkisinin yüzde 99 daha hafif hissedilmesini sağlayan dünyadaki ilk izolatör olan ""Deprem Fatihi""nin son testleri yapıldı."
Bilim Teknoloji,Bilim insanları 'kuantum dolanıklığı' fenomenini test etti,"Bilim insanları, ""kuantum dolanıklığı"" adı verilen fenomeni test etmek üzere 15 trilyon atomu sıcak gaz karışımında birleştirmeyi başardı."
DOSYA HABER,IBM ve Amazon durdurdu: Yüz tanıma teknolojisi yeniden hedefte,"Dünyanın en büyük bilişim teknolojisi şirketi IBM, yüz tanıma teknolojisi pazarından çekileceğini açıkladı. Peki kişisel güvenlik ve veri ihlali nedeniyle eleştirilerin odağında olan bu teknolojiyi nasıl bir gelecek bekliyor? Detaylar haberimizde..."
Bilim Teknoloji,Çin'in deniz gözlem uydusu yörüngede,"Çin, denizlerde yüzey sıcakları ve çevresel değişimleri izlemek için gözlem uydusu fırlattı."
Bilim Teknoloji,TCG Anadolu'ya milli SİHA'lar konuşlanacak,Türkiye'nin F-35 teslimatında yaşadığı sıkıntılar gelecek yıl hizmete girecek TCG Anadolu için farklı alternatifleri beraberinde getirdi. Eldeki araçların modifiye edilmesinin yanı sıra TCG Anadolu için üretilecek yeni bir SİHA çalışması da gündemde.
Bilim Teknoloji,Dünyada kaç kişinin internete erişimi var?,"www, World Wide Web ya da dünya çapında ağ dilimizden düşmüyor. Çoğumuz internetsiz yaşayamayacak hale geldik. Oysa dünya geneline bakıldığında, nüfusun yarısından biraz fazlasının interneti kullanabildiği görülüyor."
Bilim Teknoloji,Nüfuz Edici Bomba'nın yeni parti teslimatı yapıldı,"""Nüfuz Edici Bomba""nın Türk Hava Kuvvetleri Komutanlığına yeni parti teslimatı gerçekleştirildi. TÜBİTAK SAGE'nin geliştirdiği sistem, Makina ve Kimya Endüstrisi Kurumu tarafından yerli ve milli imkanlarla üretiliyor."
Bilim Teknoloji,Satürn'ün uydusu Titan'la ilgili yeni keşif,Satürn'ün uydusu Titan'ın gezegenden sanılandan 100 kat daha hızla uzaklaştığı keşfedildi.
Bilim Teknoloji,Uluslararası Uzay İstasyonundan vahşi yaşamı koruyacak proje,"Uluslararası Uzay İstasyonu, hayvanları uzaydan izleyerek vahşi yaşamı koruyacak bir proje geliştirdi."
Bilim Teknoloji,Türkiye'nin dijitalleşme notu 2020'de yükseldi,"TÜBİSAD tarafından hazırlanan ""Türkiye'nin Dijitalleşme Endeksi Raporu""na göre Türkiye'nin dijitalleşme notu 2019'da 5 üzerinden 2,94 iken 2020'de 3,06'ya yükseldi."
Bilim Teknoloji,Türk SİHA'ları 'Bozok' ile dengeleri değiştirecek,"Görev yaptıkları yerlerde ‘oyun değiştirici’ kabul edilen Türk SİHA’ları yerli ve milli mühimmat Bozok ile gücüne güç katmanın hazırlığında. Bu yıl sonunda seri üretime hazır hale gelecek olan 10 km menzilli Bozok, yeni bir dönemin de habercisi..."
Bilim Teknoloji,Gök bilimciler yeni bir yıldız ile öte gezegen keşfetti,"Gök bilimciler, Dünya ve Güneş'in yansıması olduğuna inanılan bir yıldız ile öte gezegen keşfetti."
Bilim Teknoloji,Yeni şifa merkezlerine yerli üretim röntgen cihazı,"Koronavirüs salgını sonrasında yapımı tamamlanan veya karantina merkezine dönüştürülen hastanelerde, yerli üretim röntgen cihazları kullanılıyor."
Bilim Teknoloji,TSK'nın yükünü 'Derman' sırtlayacak,"Koluman Otomotiv Endüstri AŞ tarafından zırhlı araç, tank, mühimmat, kumanda merkezi gibi unsurların taşınmasına yönelik geliştirilen 8X8 lojistik destek aracı Derman, zorlu test süreçlerini geçerek göreve hazır hale geldi."
Bilim Teknoloji,Yerli ve milli atılım uzayda da devam edecek,"Türkiye’nin ilk yerli ve milli metre altı çözünürlüklü yer gözlem uydusu İmece’de çalışmalar tüm hızıyla sürüyor. Bu alanda yerli/milli bir uydunun çok önemli olduğunu anlatan uzmanlar, Türkiye'nin bir sonraki hedefinin SAR uydusu olduğunu söylüyor."
Bilim Teknoloji,Sahillerin güvenliği yerli yazılıma emanet,Türk sahillerinin güvenliğine yönelik tedbirlerin etkinliğini artıracak Sahil Gözetleme Radar Sistemi Projesi'nin ilk yazılım paketi Sahil Güvenlik Komutanlığına teslim edildi.
Bilim Teknoloji,Zeytin çekirdeğinden biyoplastik üretti,"Mühendis Duygu Yılmaz, doğaya atılan plastiklerin zararını azaltmak için dünyada ilk olan bir çalışma yaptı, zeytin çekirdeğinden biyoplastik üretti."
Bilim Teknoloji,Sosyal medyada geçirdiğimiz süre arttı,"Necmettin Erbakan Üniversitesinde yapılan araştırmaya göre, daha önce 3 saat olan sosyal medya kullanımı koronavirüs salgını sürecinde 5 saate çıktı."
Bilim Teknoloji,"Savunma sanayisinde yeni atak: Yetenekli ""robot sürüleri"" geliyor","Türkiye, Robotim Projesi ile yapay zeka destekli insansız araçlarının sürü halinde, GPS olmayan ortamda ve tam otonom olarak görev icra edeceği bir sistem oluşturacak."
Bilim Teknoloji,Bilişim Vadisi'nden 'çevrim içi' oyun geliştirme kampı,"Türkiye'nin en büyük tematik teknoparkı olan Bilişim Vadisi, genç oyun geliştiricilerini dijital ortamda gerçekleştirilecek ""United Game Jam"" etkinliğinde bir araya getirecek."
Bilim Teknoloji,"SpaceX, 60 internet uydusunu uzaya fırlattı","Amerikan roket, uydu ve uzay mekiği üreticisi SpaceX, Starlink internet uydu ağının parçası olan 60 uyduyu daha uzaya yolladı."
Bilim Teknoloji,"Son montaj bakanlardan, İmece uzaya hazırlanıyor","Türkiye’nin ilk yerli ve milli yüksek çözünürlüklü yer gözlem uydusu İmece'nin son montajı Sanayi ve Teknoloji Bakanı Mustafa Varank, Milli Savunma Bakanı Hulusi Akar ile Ulaştırma ve Altyapı Bakanı Adil Karaismailoğlu tarafından yapıldı."
Bilim Teknoloji,Türkiye dijital oyun sektöründeki yerini sağlamlaştırıyor,"Dünya genelinde milyonlarca internet kullanıcısı, günlük ortalama 1 saat 10 dakikayı oyun oynamaya harcıyor. Oyun sektörü de her geçen gün gelişiyor. Türkiye’de son 10 yılda, bu sektördeki yerli girişimlere 426,7 milyon lira destek verildi."
Bilim Teknoloji,Suda koruma sağlayan yüz maskesi geliştirildi,Koronavirüs günlerinde normalleşme süreciyle plajlar açılmaya başladı. Almanya’da bir firma ise pandemi sürecinde suda koruma sağlayan yüz maskesi geliştirdi.
Bilim Teknoloji,e-Devlet kullanımında rekor kırıldı,"Ulaştırma ve Altyapı Bakanı Adil Karaismailoğlu, e-Devlet kapısı kullanımında rekor kırıldığını açıkladı. Aylık ortalama 300 milyon olan kullanım sayısı, nisan ve mayıs aylarında 500 milyona ulaştı."
Bilim Teknoloji,Kazılar ortaya çıkardı: Bilecik Batı Anadolu'nun ilk yerleşim yerlerinden,"Bilecik'te, bir vatandaşın apartmanının bahçesinde tesadüfen arkeolojik parçalar bulmasının ardından başlatılan kazılar, bölgenin Batı Anadolu'daki ilk yerleşim yerlerinden biri olduğunu ortaya çıkardı. Yerleşim yeri 9000 sene öncesinden kurulmuş."
Bilim Teknoloji,Dünyada '6. kitlesel yok oluş' beklenenden daha hızlı yaşanıyor olabilir,"Meksikalı bilim insanları, 2001-2014 yıllarında 173 türün neslinin tükendiğini, bunun normalde beklenen yok oluş oranın 25 katı olduğunu tespit etti."
Bilim Teknoloji,Dünyadaki türler hızla yok oluyor,Bilim insanlarına göre gezegenimiz bugüne kadar 5 büyük kitlesel yok oluş yaşadı. Bu dönemlerin her birinde canlı türlerinin en az yüzde 70'i yok oldu.
Bilim Teknoloji,Teknoloji insanları 7/24 veri üreten canlılara dönüştürüyor,"Göze takılabilen, video kaydı ve fotoğraf çekip kaydedebileceği iddia edilen kontak lensler ile insanın her hareketinin veriye dönüştürüleceği bir geleceğin kapısı açılıyor."
Bilim Teknoloji,Bilgi ve iletişim teknolojileri sektöründe büyüme devam ediyor,"Bilişim Sanayicileri Derneğinin verilerine göre, bilgi ve iletişim teknolojileri sektörü, TL bazında yüzde 14 büyüme ile 152,7 milyar TL'lik bir hacme ulaştı."
Bilim Teknoloji,Deniz Kuvvetleri'ne yerlilik oranı yüksek milli fırkateyn geliyor,"MİLGEM Projesi'nin devamında üretilecek İ sınıfı fırkateynlerin ilki olan İstanbul Fırkateyni, önceki gemilerden daha yüksek yerlilik oranıyla Türk Deniz Kuvvetleri'ne kazandırılacak."
Bilim Teknoloji,Youtube'da çocuk istismarı içeren hesaplara erişim engellendi,"Video paylaşım platformu Youtube'da yer alan çocuk istismarı içeren başlıklarla ilgili Aile, Çalışma ve Sosyal Hizmetler Bakanlığı Harekete geçti. Bakanlık 4 hesapla ilgili savcılığa başvurdu, o hesaplara erişim engellendi."
Bilim Teknoloji,Türkiye'nin ilk cep uydusu Grizu-263A uzay yolculuğuna hazırlanıyor,"Türkiye'nin ilk cep uydusu Grizu-263A'nın, 3 Mart 1992'de Zonguldak'ta meydana gelen grizu patlamasında yaşamını yitiren madencilerin isimleriyle, yıl sonuna doğru uzay yolculuğuna çıkması için hazırlık yapılıyor."
Bilim Teknoloji,Dünya'nın manyetik alanında gizemli anomali,"Dünya'nın atmosferini zararlı radyasyonlardan ve güneş rüzgarlarından koruyan manyetik alanında, Güney Amerika'dan Afrika'ya uzanan gizemli bir anomali yayılıyor ve bilim insanları nedenini anlamıyor."
Bilim Teknoloji,Tarihi satış Türk start-up'larının önünü açtı,"ABD merkezli Zynga şirketinin Türk oyun geliştiricisi Peak Games'i 1,8 milyar dolara satın almasıyla ülkedeki start-up'ların önünü açtı."
Bilim Teknoloji,Sakarya Üniversitesinden yerli ve milli batarya,"Sakarya Üniversitesi, İHA ve elektrikli otomobil gibi birçok alanda kullanılabilecek bataryaları yerli ve milli imkanlarla üretecek. Proje, AB kapsamında 980 bin euro ile desteklenmeye hak kazandı."
Bilim Teknoloji,"HAVELSAN, insansız araçları birbiriyle konuşturacak","HAVELSAN, bir süredir üzerinde çalıştığı insansız kara aracında sona geldi. Şirket, üzerinde çalıştığı algoritmayla insansız kara, hava, su altı ve üstü araçları birbiriyle konuşturup, ortak görev yapmalarını sağlamaya hazırlanıyor."
Bilim Teknoloji,Polisi yeni teknolojilerle konuşturacak sistem ASELSAN’dan,"ASELSAN, Emniyet Genel Müdürlüğünün kriptolu sayısal telsiz ağını yeni teknolojilerle genişletecek. Adana ve İzmir ile birlikte toplamda 26 ilde sistemin kurulumu tamamlanacak."
Bilim Teknoloji,Yerli motorlar 2021 yılında zırhlı araçlarda kullanılmaya başlanacak,Türk Silahlı Kuvvetleri için üretilecek yerli motorlar bu yıl ortaya çıkacak ve 6x6 ve 8x8 zırhlı kara araçlarında gelecek yıldan itibaren kullanılmaya başlanacak.
Bilim Teknoloji,SpaceX’in tarihi uzay yolculuğu başladı,"SpaceX'in ""Crew Dragon"" isimli uzay mekiğiyle ilk insanlı uçuş denemesi başarı ile gerçekleştirildi."
DOSYA HABER,Trump'ın sosyal medya kararnamesi ne anlama geliyor?,"Sosyal medya platformlarını 'taraflı' olmakla suçlayan ABD Başkanı Trump, geçenlerde bu platformlarla ilgili bir kararname imzaladı. Bu kararnamenin içeriğini mercek altına alarak sosyal medyayı ne yönde etkileyebileceği sorusunun cevabını aradık."
Bilim Teknoloji,Koronavirüs internete ihtiyacı artırdı,"Ulaştırma ve Altyapı Bakanı Adil Karaismailoğlu, ""Dünyayı ve Türkiye'yi etkisi altına alan COVID-19 salgını nedeniyle internete ihtiyaç arttı. 7'den 77'ye halkımız interneti kullandı"" dedi."
Bilim Teknoloji,"Microsoft, haber seçimini gazeteciler yerine yapay zekaya yaptıracak","Teknoloji şirketi Microsoft, internet sitesi MSN için çalıştırdığı gazeteciler yerine, haber seçimi için yapay zeka programı kullanacak."
Bilim Teknoloji,SODİGEM Müdürü Eraslan: Sosyal medya şirketlerine sorumluluk düşüyor,"SODİGEM Müdürü Eraslan, sosyal medya şirketlerine, bu platformlardaki bilgi kirliliğinin önüne geçilebilmesi için önemli sorumluluklar düştüğünü belirterek, ""Bilgi kirliliği, sosyal medya platformlarındaki en büyük sorunlardan biri haline geldi"" dedi"
Bilim Teknoloji,HAVELSAN'dan virüse karşı uzaktan algılama yazılımı,"Salgın sürecinde, Cumhurbaşkanlığı ve TBMM başta olmak üzere Türkiye'nin kritik kurumlarında yeni nesil kızılötesi termal kamera kurulumunu gerçekleştiren HAVELSAN, normalleşme dönemi için uzaktan algılama yazılımını da bu kameralara entegre etti."
Bilim Teknoloji,SpaceX’in dev roketi Starship'in prototipi infilak etti,SpaceX’in dev roketi Starship'in prototipi SN4 test sırasında büyük bir patlamayla infilak etti.
Bilim Teknoloji,SpaceX'in ilk insanlı uzay mekiği denemesi bugün gerçekleşecek,"Amerikan uzay mekiği ve roket üreticisi SpaceX'in, ABD Havacılık ve Uzay Dairesi (NASA) ortaklığıyla dünya yörüngesine göndereceği ilk insanlı uzay mekiği denemesi bugün ABD’nin Florida eyaletindeki uzay merkezinden yapılacak."
Bilim Teknoloji,Dünyanın tamamı elektrikli en büyük uçağı ilk uçuşunu tamamladı,Dünyanın tamamı elektrikli en büyük uçağı ilk uçuşunu Washington'daki Moses Gölü üzerinde başarıyla tamamladı.
Bilim Teknoloji,TÜBİTAK'tan kenevir bitkisinin yakıta dönüştürülmesi projesine destek,"Kenevir bitkisi atıklarının biyogaz ve biyokömür üretiminde kullanımını araştıran proje, TÜBİTAK tarafından desteklenecek."
Bilim Teknoloji,5 stratejik konuda çalışma başlatıldı,"Cumhurbaşkanlığı Bilim Teknoloji ve Yenilik Politikaları Kurulu, ""gıda arz güvenliği"", ""biyogüvenlik"", ""siber güvenlik ve iletişim altyapısı"", ""tıbbı cihaz"" ile ""ilaç ve aşı"" alanlarında çalışma başlattı."
